Godina;Saziv;Od;Do;Stranka;Osoba;Prezime i ime;Ukupno;Dnevnica;Auto;Cestarina;Avion;Javni;Hotel;Stanarina;Režije;Odv.život;Služ.stan;Ostalo
2014;VII;01.01.2014;31.12.2014;Reformisti;89;MARTINČEVIĆ NATALIJA;60.293,70;;9.852,00;997,00;;;;33.300,72;5.143,98;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;90;MATELJAN DAMIR;87.924,89;2.068,81;12.828,00;856,00;18.761,00;;3.313,38;33.207,37;5.567,69;10.797,64;;525,00
2014;VII;01.01.2014;31.12.2014;HDZ;91;MATUŠIĆ FRANO;221.017,94;24.754,87;94.940,00;17.545,76;25.749,00;307,19;53.426,90;;;;;4.294,22
2014;VII;01.01.2014;31.12.2014;HDZ;92;MESIĆ JASEN;52.666,61;10.815,27;2.516,00;488,00;24.831,04;;12.552,58;;;;;1.463,72
2014;VII;01.01.2014;31.12.2014;HDZ;93;MILAS ZVONKO;1.076,25;;;;1.076,25;;;;;;;
2014;VII;01.01.2014;31.12.2014;HDZ;94;MILIČEVIĆ DAVOR;90.808,98;;35.000,00;7.318,00;;;;33.054,24;4.436,74;11.000,00;;
2014;VII;01.01.2014;31.12.2014;HDZ;95;MILINKOVIĆ STJEPAN;29.040,00;;17.920,00;120,00;;;;;;11.000,00;;
2014;VII;01.01.2014;31.12.2014;HDZ;96;MILINOVIĆ DARKO;24.800,00;;;;;;;;;11.000,00;13.800,00;
2014;VII;01.01.2014;31.12.2014;HDZ;97;MILOŠEVIĆ DOMAGOJ IVAN;1.145,94;1.145,94;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;SDP;98;MIRKOVIĆ ŽELJKO;26.498,35;;26.460,00;;;38,35;;;;;;
2014;VII;01.01.2014;31.12.2014;HDZ;99;MLAKAR DAVORIN;0,00;;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;SDP;100;MOHARIĆ MARIO;69.469,48;;16.500,00;2.432,00;;;;37.500,00;2.037,48;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;101;MONDEKAR DANIEL;14.569,76;2.003,61;2.620,00;386,00;8.506,25;;1.053,90;;;;;
2014;VII;01.01.2014;31.12.2014;SDP;102;MULIĆ MELITA;88.859,49;16.498,23;;;37.556,00;;32.823,47;;;;;1.981,79
2014;VII;31.01.2014;31.12.2014;HDZ;103;MURGANIĆ NADA;11.898,45;1.080,01;1.776,00;221,00;3.898,00;3.720,00;1.203,44;;;;;
2014;VII;01.01.2014;31.01.2014;HDZ;103.a;JELIĆ DAMIR;0,00;;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;SDP;104;NEKIĆ HRVOJE;77.326,02;1.421,76;31.280,00;2.061,00;1.968,50;;805,91;32.751,12;6.922,73;;;115,00
2014;VII;01.01.2014;31.12.2014;ORaH;105;NOVAK MLADEN;61.750,57;924,60;9.880,00;;1.968,50;134,40;;33.300,72;4.639,13;10.903,22;;
2014;VII;20.06.2014;31.12.2014;SDP;106;OSTOJIĆ RAJKO;0,00;;;;0,00;;;;;;;
2014;VII;01.01.2014;20.06.2014;SDP;106.a;KOVAČIĆ BORISLAV;304,35;304,35;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;SDP;107;PANDEK DRAŽENKO;5.125,05;2.143,85;;;2.857,00;;;;;;;124,20
2014;VII;01.01.2014;31.12.2014;SDP;108;PLANČIĆ ĐURĐICA;53.915,94;;;;;6.157,00;;33.054,24;3.704,70;11.000,00;;
2014;VII;01.01.2014;31.12.2014;Hrvatski laburisti - Stranka rada;109;PLEŠE NENAD;65.409,31;;15.600,00;2.996,00;;;;33.115,56;5.342,89;8.354,86;;
2014;VII;01.01.2014;31.12.2014;HDZ;110;POPIJAČ ĐURO;0,00;;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;SDP;111;POSAVAC VANJA;60.469,41;347,15;10.880,00;;;;;33.300,72;4.974,87;10.966,67;;
2014;VII;01.01.2014;31.12.2014;SDP;112;POSAVEC KRIVEC IVANA;31.455,67;;18.393,00;1.138,00;;;;7.877,59;1.240,64;2.806,44;;
2014;VII;01.01.2014;31.12.2014;SDP;113;PRELEC ALEN;1.535,66;1.535,66;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;SDSS;114;PUPOVAC MILORAD;29.561,43;3.520,15;;;24.673,25;;1.298,03;;;;;70,00
2014;VII;01.01.2014;31.12.2014;SDP;115;RAČAN IVAN;51.529,11;8.227,28;3.800,00;;15.667,00;;23.233,15;;;;;601,68
2014;VII;01.01.2014;31.12.2014;NZ;116;RADIN FURIO;20.655,04;1.073,61;;;3.142,00;;5.506,09;;;10.933,34;;
2014;VII;01.01.2014;01.07.2014;HNS;117;RADOŠ JOZO;8.998,27;2.917,70;;;4.322,00;;1.489,92;;;;;268,65
2014;VII;01.07.2014;31.12.2014;Reformisti;117.a;SABOLIĆ VESNA;45.939,54;;16.240,00;2.694,00;;;6.536,00;13.875,30;1.594,24;5.000,00;;
2014;VII;01.07.2014;10.07.2014;SDP;118;RAĐENOVIĆ IGOR;11.444,28;3.635,89;1.000,00;216,00;3.736,00;;2.856,39;;;;;
2014;VII;11.07.2014;31.12.2014;SDP;118.a;LEAKOVIĆ KAROLINA;0,00;;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;HDZ;119;RAPO MARIJA;70.202,89;;21.240,00;2.056,00;;;;33.223,83;2.699,19;10.983,87;;
2014;VII;01.01.2014;31.12.2014;HDZ;120;REINER ŽELJKO;48.620,85;3.787,36;;;31.743,00;;11.199,60;;;;;1.890,89
2014;VII;01.01.2014;31.12.2014;SDP;121;RILJE DAMIR;110.078,45;;50.160,00;10.608,00;;;;33.115,56;5.194,89;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;122;RIMAC DAMIR;101.937,05;884,04;36.688,00;6.561,00;6.752,00;;1.875,38;33.300,72;5.008,70;10.867,21;;
2014;VII;01.01.2014;31.12.2014;SDP;123;RONKO ZDRAVKO;73.942,31;;22.320,00;3.570,00;;;;33.054,24;4.449,71;10.548,36;;
2014;VII;01.01.2014;31.12.2014;SDP;124;SABO ŽELJKO;71.606,02;;20.400,00;3.576,00;;;;33.300,72;4.412,22;9.917,08;;
2014;VII;01.01.2014;31.12.2014;HDSSB;125;SALAPIĆ JOSIP;91.106,56;1.080,10;33.600,00;6.364,00;;;;33.300,72;5.826,26;10.935,48;;
2014;VII;01.01.2014;31.12.2014;HDZ;126;SANADER ANTE;109.594,14;;49.600,00;9.434,00;1.206,25;;;33.300,72;5.053,17;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;127;SOBOL GORDANA;4.452,06;496,66;;;3.385,00;;;;;;;570,40
2014;VII;01.01.2014;31.12.2014;IDS;128;SPONZA GIOVANNI;50.071,87;;;;;;1.234,00;33.054,24;4.783,63;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;129;STAZIĆ NENAD;46.308,66;92,58;;;17.635,00;;28.581,08;;;;;
2014;VII;01.01.2014;31.12.2014;HDZ;130;SUMRAK ĐURĐICA;10.632,16;1.426,83;;;6.740,00;;2.465,33;;;;;
2014;VII;01.01.2014;31.12.2014;HDZ;131;ŠANTEK IVAN;59.780,91;;10.240,00;;;;;33.300,72;5.240,19;11.000,00;;
2014;VII;01.01.2014;31.12.2014;HDZ;132;ŠEKS VLADIMIR;0,00;;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;HSU;133;ŠEMPER ŽELJKO;49.039,32;270,00;;;;3.234,60;1.234,00;33.300,72;;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;134;ŠIMAC BONAČIĆ TATJANA;104.249,42;;20.800,00;2.648,00;31.937,50;325,40;;33.300,72;4.237,80;11.000,00;;
2014;VII;01.01.2014;31.12.2014;HSP dr. Ante Starčević;135;ŠIMUNOVIĆ IVAN;98.583,36;1.610,10;69.620,00;9.005,00;7.383,25;65,00;;;;10.900,01;;
2014;VII;18.02.2014;31.12.2014;DC;136;ŠKARE OŽBOLT VESNA;0,00;;;;;;;;;;;
2014;VII;01.01.2014;18.02.2014;HDZ;136.a;ROKSANDIĆ IVANKA;13.623,60;575,63;1.040,00;;2.244,00;;;7.071,93;1.146,04;1.546,00;;
2014;VII;01.01.2014;31.12.2014;HNS;137;ŠKVARIĆ MARIJAN;61.069,83;123,28;7.560,00;594,00;3.576,00;;;33.300,72;4.980,35;10.935,48;;
2014;VII;01.01.2014;31.12.2014;SDP;138;ŠPOLJAR DUNJA;33.102,16;1.841,76;22.940,00;2.690,00;3.164,00;;2.466,40;;;;;
2014;VII;01.01.2014;31.12.2014;HDZ;139;ŠUKER IVAN;2.857,00;;;;2.857,00;;;;;;;
2014;VII;01.01.2014;31.12.2014;Hrvatski laburisti - Stranka rada;140;TIRELI NANSI;89.039,27;694,31;35.520,00;;4.416,00;;;33.300,72;3.997,16;10.901,08;;210,00
2014;VII;01.01.2014;31.12.2014;SDP;141;TOMIĆ DAMIR;94.388,26;2.610,26;33.320,00;6.260,00;1.968,50;;805,91;33.300,72;5.369,64;10.753,23;;
2014;VII;01.01.2014;31.12.2014;HDZ;142;TUĐMAN MIROSLAV;31.170,24;3.875,73;;;14.838,66;;12.455,85;;;;;
2014;VII;01.01.2014;31.12.2014;HNS;143;TURINA - ĐURIĆ NADA;80.961,57;1.386,90;21.120,00;3.869,00;4.100,00;;1.386,90;33.300,72;4.789,83;10.903,22;;105,00
2014;VII;01.01.2014;31.12.2014;ORaH;144;TUŠAK ZLATKO;85.605,88;1.001,57;12.580,00;;22.917,60;;;33.115,56;4.901,85;10.838,70;;250,60
2014;VII;01.01.2014;31.12.2014;SDP;145;VIDOVIĆ FRANKO;99.763,19;92,58;42.200,00;9.508,00;;;;33.300,72;3.661,89;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;146;VRBAT GRGIĆ TANJA;79.996,75;373,38;30.000,00;437,00;4.174,00;;;33.054,24;3.466,13;8.399,50;;92,50
2014;VII;01.01.2014;31.12.2014;SDP;147;VUKOVIĆ JOSIP;0,00;;;;;;;;;;;
2014;VII;01.01.2014;31.12.2014;NZ;148;VUKŠIĆ BRANKO;106.787,42;16.304,81;;;30.350,50;;55.841,39;;;;;4.290,72
2014;VII;01.01.2014;31.12.2014;SDP;149;ZGREBEC DRAGICA;66.729,23;2.348,76;;;16.108,60;;;33.300,72;4.232,44;10.738,71;;
2014;VII;01.01.2014;31.12.2014;SDP;150;ŽAGAR TOMISLAV;75.388,13;150,00;27.588,00;58,00;;;;32.977,92;3.614,21;11.000,00;;
2014;VII;01.01.2014;31.12.2014;SDP;151;ŽELJEŽNJAK VESNA;49.226,27;;380,00;;;;;32.751,12;5.095,15;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDP;1;ANTIČEVIĆ-MARINOVIĆ INGRID;133.426,52;2.724,67;55.616,00;11.323,00;15.111,50;;2.529,45;33.300,72;3.336,86;9.423,00;;61,32
2013;VII;01.01.2013;31.12.2013;HDZ;2;BABIĆ ANTE;145.191,24;6.127,84;55.764,00;8.640,00;17.372,25;;10.640,46;33.146,16;2.899,36;10.601,17;;
2013;VII;01.01.2013;31.12.2013;SDP;3;BABIĆ VEDRAN;79.234,07;726,59;17.920,00;754,00;8.534,00;;3.455,73;33.300,72;3.069,00;10.883,31;;590,72
2013;VII;01.01.2013;31.12.2013;HDZ;4;BAČIĆ BRANKO;107.707,85;;67.736,00;11.106,00;4.223,00;2.226,00;1.224,00;;1.025,11;10.967,74;9.200,00;
2013;VII;01.01.2013;31.12.2013;SDP;5;BAGARIĆ LIDIJA;84.577,56;1.789,57;24.410,00;4.162,52;3.467,00;;1.141,50;33.054,24;5.723,07;10.829,66;;
2013;VII;01.01.2013;31.12.2013;Novi val;6;BALOEVIĆ JAKŠA;103.189,13;613,20;43.680,00;9.090,00;;;;33.300,72;5.571,87;10.933,34;;
2013;VII;01.01.2013;31.12.2013;HDZ;7;BANIĆ MARTINA;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;Reformisti;8;BARANOVIĆ PETAR;109.803,87;536,46;49.000,00;7.786,00;3.535,00;;1.226,21;33.300,72;3.342,81;10.966,67;;110,00
2013;VII;01.01.2013;31.12.2013;HNS;9;BATINIĆ MILORAD;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;HGS;10;BEČIĆ NEVENKA;74.599,08;;1.680,00;;22.950,00;;;33.136,40;5.832,68;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDP;11;BENČIĆ JOSIP;24.014,00;;21.242,00;2.574,00;;198,00;;;;;;
2013;VII;01.01.2013;31.12.2013;SDP;12;BERNARDIĆ DAVOR;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;HNS;13;BEUS RICHEMBERGH GORAN;6.671,46;2.211,60;2.838,00;615,45;;;956,01;;;;;50,40
2013;VII;01.01.2013;31.12.2013;HNS;14;BILEK VLADIMIR;80.980,30;3.956,75;29.358,00;2.601,76;;;826,10;33.300,72;;10.636,57;;300,40
2013;VII;01.01.2013;31.12.2013;HNS;15;BLAŽEKOVIĆ BORIS;189.278,03;21.135,05;;;97.992,03;5.111,46;55.431,72;;;;;9.607,77
2013;VII;01.01.2013;31.12.2013;IDS;16;BOLJUNČIĆ VALTER;119.306,38;2.046,15;46.754,00;9.657,00;5.670,00;;6.612,24;33.300,72;3.836,58;10.903,22;;526,47
2013;VII;01.01.2013;31.12.2013;HDZ;17;BORIĆ JOSIP;87.104,20;231,19;29.056,00;4.067,00;3.241,00;1.749,00;;33.300,72;4.592,61;10.866,68;;
2013;VII;01.01.2013;01.07.2013;SDP;18;BORZAN BILJANA;32.132,55;;22.400,00;4.442,00;;;;;;5.290,55;;
2013;VII;05.07.2013;31.12.2013;SDP;18.a;NEKIĆ HRVOJE;33.695,30;;14.904,00;977,00;4.168,00;;;13.646,30;;;;
2013;VII;01.01.2013;31.12.2013;HDZ;19;BOŽINOVIĆ DAVOR;135.028,07;20.367,87;2.348,00;;65.120,50;1.594,77;42.882,85;;;;;2.714,08
2013;VII;01.01.2013;16.01.2013;HDZ;20;BRKIĆ MILIJAN;0,00;;;;;;;;;;;
2013;VII;25.01.2013;31.12.2013;HDZ;20.a;RAPO MARIJA;67.146,34;115,42;21.240,00;2.754,00;;;4.080,26;27.494,30;1.236,54;10.225,82;;
2013;VII;18.09.2013;31.12.2013;HDSSB;21;BUBALO KREŠIMIR;30.177,00;384,50;13.440,00;2.691,00;;;;9.620,21;374,69;3.666,60;;
2013;VII;01.01.2013;11.09.2013;HDSSB;21.a;VINKOVIĆ ZORAN;34.988,43;;;;;;;27.621,80;;7.366,63;;
2013;VII;01.01.2013;31.12.2013;HDSSB;22;BURIĆ DINKO;82.612,64;;30.000,00;5.240,00;;;;33.146,16;3.226,48;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDSS;23;CRNOGORAC DRAGAN;58.655,59;570,00;3.400,00;6.606,68;;;578,27;33.300,72;3.264,42;10.935,50;;
2013;VII;01.01.2013;31.12.2013;HSU;24;CVJETOVIĆ LJILJANA;74.604,35;;20.820,00;4.232,00;;155,00;;33.300,72;5.096,63;11.000,00;;
2013;VII;01.01.2013;31.12.2013;HDSSB;25;ČEŠEK IGOR;70.623,03;;22.400,00;1.465,00;;;;32.932,32;2.825,71;11.000,00;;
2013;VII;01.01.2013;22.03.2013;HDZ;26;ČOBANKOVIĆ PETAR;18.292,88;;9.240,00;1.378,00;3.360,00;;;;;2.709,68;1.605,20;
2013;VII;12.04.2013;31.12.2013;HDZ;26.a;MILIČEVIĆ DAVOR;52.521,77;;22.000,00;4.452,00;;;;18.271,57;164,74;7.633,46;;
2013;VII;01.01.2013;31.12.2013;HDZ;27;ČULJAK TOMISLAV;44.300,72;;;;;;;33.300,72;;11.000,00;;
2013;VII;01.01.2013;31.12.2013;NZ;28;DALIĆ MARTINA;25.774,43;4.680,39;;;8.820,50;;11.478,15;;;;;795,39
2013;VII;01.01.2013;31.12.2013;SDP;29;DENONA LUKA;70.280,25;;22.400,00;;;;;33.300,72;3.579,53;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDP;30;DRAGOVAN IGOR;42.307,01;4.553,58;;;26.798,89;;9.530,26;;;;;1.424,28
2013;VII;01.01.2013;31.12.2013;HDSSB;31;DRMIĆ IVAN;68.511,07;;18.000,00;3.530,00;;;;32.993,16;2.987,91;11.000,00;;
2013;VII;01.01.2013;31.12.2013;HDZ;32;ĐAKIĆ JOSIP;69.239,20;781,40;17.980,00;;1.171,25;;;33.300,72;5.102,58;10.903,25;;
2013;VII;01.01.2013;31.12.2013;SDP;33;ĐUJIĆ SAŠA;89.460,75;1.900,52;24.960,00;3.963,00;7.021,50;;1.230,40;33.054,24;6.464,41;10.866,68;;
2013;VII;01.01.2013;31.12.2013;HDZ;34;ĐURĐEVIĆ ŠIMO;106.465,43;3.131,87;26.520,00;4.910,00;22.036,00;;1.220,80;33.300,72;4.270,14;10.709,66;;366,24
2013;VII;01.01.2013;31.12.2013;HDSSB;35;ĐUROVIĆ DRAŽEN;77.096,36;4.007,68;20.852,00;3.180,00;23.363,25;;15.290,20;;;10.403,23;;
2013;VII;01.01.2013;31.12.2013;SDP;36;FABIJANČIĆ-KRIŽANIĆ VESNA;1.535,59;410,40;;;83,54;;737,45;;;;;304,20
2013;VII;01.01.2013;31.12.2013;HDZ;37;FILIPOVIĆ ILIJA;67.439,90;;14.458,00;2.806,40;;;;33.300,72;5.874,78;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDP;38;FLEGO GVOZDEN SREĆKO;89.224,28;17.316,62;;;33.647,90;;33.765,67;;;;;4.494,09
2013;VII;01.01.2013;13.12.2013;HSU;39;FORTUNA VIŠNJA;0,00;;;;;;;;;;;
2013;VII;13.12.2013;31.12.2013;HSU;39.a;ILIĆ MARIJA;612,94;;;;;;;;;612,94;;
2013;VII;01.01.2013;31.12.2013;HNS;40;GJURKOVIĆ SRĐAN;150.342,06;4.869,32;57.120,00;11.924,00;22.751,50;;5.199,09;33.239,10;4.477,24;10.631,81;;130,00
2013;VII;01.01.2013;31.12.2013;HDZ;41;GLAVAK SUNČANA;73.427,54;1.608,60;14.910,00;1.893,00;3.678,25;;4.940,19;33.300,72;2.193,53;10.903,25;;
2013;VII;01.01.2013;31.12.2013;HNS;42;GLAVINA DRAGUTIN;68.273,81;576,37;13.440,00;2.046,00;3.467,00;;;33.300,72;4.510,38;10.933,34;;
2013;VII;01.01.2013;31.12.2013;SDP;43;GRBIN PEĐA;93.697,87;10,50;33.480,00;7.108,00;3.018,89;;1.264,48;33.249,20;4.451,80;11.000,00;;115,00
2013;VII;01.01.2013;31.12.2013;HDSSB;44;GRUBIŠIĆ BORO;81.967,56;;27.300,00;5.511,00;;;;33.300,72;4.547,47;11.193,77;;114,60
2013;VII;01.01.2013;31.12.2013;NZ;45;GRUBIŠIĆ IVAN;93.740,94;2.206,48;20.960,00;1.914,00;18.391,50;;5.283,95;35.200,00;;9.785,01;;
2013;VII;01.01.2013;31.12.2013;SDP;46;HABEK MARIO;70.249,70;2.276,72;11.784,00;1.399,00;3.241,00;;3.379,11;33.300,72;4.069,15;10.800,00;;
2013;VII;01.01.2013;31.12.2013;SDP;47;HAJDUKOVIĆ DOMAGOJ;88.513,15;;31.360,00;6.407,00;732,50;349,00;;33.300,72;5.363,93;11.000,00;;
2013;VII;01.01.2013;31.12.2013;BDSH;48;HODŽIĆ NEDŽAD;72.555,14;;21.080,00;4.071,00;;;;33.054,24;3.349,90;11.000,00;;
2013;VII;01.01.2013;31.12.2013;ORaH;49;HOLY MIRELA;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;SDSS;50;HORVAT MILE;82.712,56;1.294,90;47.624,00;8.267,00;;;;;;10.966,66;14.560,00;
2013;VII;01.01.2013;31.12.2013;HSU;51;HRELJA SILVANO;126.470,05;2.758,39;44.564,00;9.599,00;12.465,40;76,65;6.929,48;33.300,72;5.649,46;10.705,38;;421,57
2013;VII;01.01.2013;31.12.2013;HSS;52;HRG BRANKO;22.040,00;;22.040,00;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;SDP;53;IVČEVIĆ TONKA;88.734,24;;2.480,00;181,00;35.143,75;3.065,00;;33.300,72;3.463,77;11.000,00;;100,00
2013;VII;01.01.2013;31.12.2013;HDZ;54;IVIĆ TOMISLAV;117.636,99;4.234,72;39.200,00;7.899,00;17.926,00;;4.748,28;33.054,24;;10.574,75;;
2013;VII;01.01.2013;31.12.2013;HDZ;55;JANDROKOVIĆ GORDAN;24.122,59;2.650,05;;;18.546,50;;2.806,14;;;;;119,90
2013;VII;01.01.2013;31.12.2013;SDP;56;JELAŠ NADICA;61.461,01;;12.000,00;1.545,00;;;;32.751,12;4.164,89;11.000,00;;
2013;VII;01.01.2013;31.12.2013;HDZ;57;JELEČEVIĆ PERICA;87.599,24;459,90;33.600,00;6.305,00;;;;33.300,72;2.998,12;10.935,50;;
2013;VII;01.01.2013;31.12.2013;SDP;58;JELUŠIĆ IVO;6.252,56;1.025,78;4.040,00;548,00;;;638,78;;;;;
2013;VII;01.01.2013;31.12.2013;SDP;59;JERKOVIĆ ROMANA;125.761,78;4.233,00;31.578,00;6.102,88;10.339,00;;23.829,24;33.300,72;7.152,31;8.847,97;;378,66
2013;VII;01.01.2013;31.12.2013;HDZ;60;JURIČEV-MARTINČEV BRANKA;11.000,00;;;;;;;;;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDP;61;JURJEVIĆ MARIN;123.109,68;525,00;56.120,00;10.871,00;2.428,25;;3.150,00;33.300,72;6.617,93;10.096,78;;
2013;VII;06.06.2013;31.12.2013;HDZ;62;JURKOVIĆ MILAN;39.125,64;;11.808,00;2.277,00;;;;18.363,47;843,85;5.833,32;;
2013;VII;01.01.2013;06.06.2013;HDZ;62.a;LOVRIN ANA;54.976,37;535,58;18.560,00;4.145,00;3.290,00;;1.224,18;18.440,83;3.613,00;5.167,78;;
2013;VII;01.01.2013;31.12.2013;ID;63;KAJIN DAMIR;81.066,65;;25.520,00;5.509,00;;;;33.300,72;5.736,93;11.000,00;;
2013;VII;01.01.2013;31.12.2013;NZ;64;KAJTAZI VELJKO;13.584,88;3.510,82;5.040,00;632,72;;;3.669,16;;;;;732,18
2013;VII;01.01.2013;18.09.2013;HDZ;65;KALMETA BOŽIDAR;20.305,24;;;;;;;;1.205,30;7.599,94;11.500,00;
2013;VII;24.09.2013;31.12.2013;HDZ;65.a;JEROLIMOV ANTE;28.237,49;;13.200,00;2.377,00;;1.102,00;;8.325,18;;3.233,31;;
2013;VII;01.01.2013;31.12.2013;HDZ;66;KARAMARKO TOMISLAV;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;HGS;67;KERUM ŽELJKO;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;SDP;68;KLARIN IVAN;52.371,61;535,58;;;3.960,00;;1.224,18;33.300,72;2.383,39;10.967,74;;
2013;VII;01.01.2013;03.06.2013;SDP;69;KOLAR ŽELJKO;7.520,00;;7.245,00;275,00;;;;;;;;
2013;VII;21.06.2013;31.12.2013;SDP;69.a;BILIĆ DUBRAVKO;24.382,30;;3.424,00;;;;;15.625,00;;5.333,30;;
2013;VII;01.01.2013;31.12.2013;HNS;70;KOLMAN IGOR;107.799,55;18.428,11;3.740,00;439,21;47.574,89;335,25;35.382,94;;;;;1.899,15
2013;VII;01.01.2013;03.06.2013;SDP;71;KOMADINA ZLATKO;34.584,08;;8.360,00;1.380,00;;;;16.650,36;3.093,72;5.100,00;;
2013;VII;07.06.2013;31.12.2013;SDP;71.a;DAMJANAC ADA;36.747,92;;6.480,00;1.023,00;;2.633,20;;18.782,82;2.028,98;5.799,92;;
2013;VII;01.01.2013;31.12.2013;SDP;72;KOMPARIĆ DEVČIĆ ANA;64.146,50;;12.560,00;2.121,00;;;;33.300,72;5.164,78;11.000,00;;
2013;VII;01.01.2013;31.12.2013;HNS;73;KONIG SONJA;9.224,61;3.286,13;;;4.055,98;;1.204,80;;;;;677,70
2013;VII;01.01.2013;31.12.2013;NZ;74;KOSOR JADRANKA;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;SDP;75;KOVAČIĆ BORISLAV;0,00;;;;;;;;;;;
2013;VII;01.01.2013;31.12.2013;Naprijed Hrvatska!;76;KREGAR JOSIP;28.815,50;4.977,12;;;18.316,79;;5.082,55;;;;;439,04
2013;VII;01.01.2013;31.12.2013;HDZ;77;KULUŠIĆ ANTE;88.269,20;;30.400,00;8.825,00;;;;33.115,56;4.928,64;11.000,00;;
2013;VII;01.01.2013;31.12.2013;HDZ;78;KUTIJA BRANKO;92.584,22;;35.216,00;7.460,00;;;;33.300,72;5.607,50;11.000,00;;
2013;VII;19.07.2013;31.12.2013;SDP;79;LEDINSKI DARKO;10.000,00;;10.000,00;;;;;;;;;
2013;VII;01.01.2013;19.07.2013;SDP;79.a;VUKOBRATOVIĆ MARIJA;34.896,63;;3.600,00;;;;;21.186,84;3.496,85;6.612,94;;
2013;VII;01.01.2013;31.12.2013;SDP;80;LEKO JOSIP;124.013,17;11.593,63;;;29.856,00;;30.553,22;;;;;52.010,32
2013;VII;01.01.2013;31.12.2013;Hrvatski laburisti - Stranka rada;81;LESAR DRAGUTIN;51.682,19;576,37;;;3.467,00;;;32.962,68;3.742,80;10.933,34;;
2013;VII;01.01.2013;31.12.2013;HDZ;82;LUCIĆ FRANJO;81.990,87;976,00;24.380,00;2.194,00;4.460,00;;2.533,05;33.146,16;3.169,31;10.919,35;;213,00
2013;VII;01.01.2013;31.12.2013;SDP;83;LUČIN ŠIME;43.977,00;;27.360,00;5.617,00;;;;;;11.000,00;;
2013;VII;01.01.2013;31.12.2013;SDP;84;LUGARIĆ MARIJA;22.339,44;3.212,95;;;17.435,90;76,72;1.613,87;;;;;0,00
2013;VII;01.01.2013;31.12.2013;HNS;85;MANDIĆ IVICA;97.618,49;2.477,38;30.720,00;6.455,00;8.108,00;;1.603,08;33.300,72;4.147,87;10.806,44;;0,00
2013;VII;01.01.2013;31.12.2013;HDZ;86;MARASOVIĆ DUJOMIR;62.901,00;;52.000,00;10.901,00;;;;;;;;
2013;VII;01.01.2013;31.12.2013;SDP;87;MARELIĆ MLADEN;115.100,55;;57.800,00;9.695,00;1.508,75;2.997,00;;33.300,72;;9.799,08;;
2013;VII;01.01.2013;31.12.2013;Reformisti;88;MARTINČEVIĆ NATALIJA;59.509,01;2.134,81;;;4.310,25;;3.655,03;33.300,72;5.221,07;10.887,13;;
2013;VII;01.01.2013;31.12.2013;SDP;89;MATELJAN DAMIR;95.020,50;5.178,85;12.104,00;198,00;21.035,25;;10.475,72;33.300,72;2.136,81;10.460,76;;130,39
2013;VII;01.01.2013;31.12.2013;HDZ;90;MATUŠIĆ FRANO;174.368,89;13.605,04;98.400,00;16.865,10;12.785,75;1.868,48;27.726,84;;;;;3.117,68
2013;VII;01.01.2013;31.12.2013;HDZ;91;MESIĆ JASEN;14.966,66;2.744,30;4.628,00;848,00;1.807,68;;4.648,68;;;;;290,00
2013;VII;01.01.2013;31.12.2013;HDZ;92;MILAS ZVONKO;1.733,48;410,40;;;1.298,28;;24,80;;;;;
2013;VII;01.01.2013;31.12.2013;HDZ;93;MILINKOVIĆ STJEPAN;28.630,00;;17.360,00;270,00;;;;;;11.000,00;;
2013;VII;01.01.2013;31.12.2013;HDZ;94;MILINOVIĆ DARKO;32.505,00;;6.400,00;1.305,00;;;;;;11.000,00;13.800,00;
2013;VII;01.01.2013;31.12.2013;HDZ;95;MILOŠEVIĆ DOMAGOJ IVAN;10.024,75;;;;10.024,75;;;;;;;
